X_CH4,Y_H2,S_CO,H2_CO_ratio,F_H2_umol,F_CO_umol,P_bar
99.75485638669701,83.44787289908253,65.3882290177461,5.1173089714884386,333.7914915963301,65.22793395045723,1
99.04797653601875,82.91646837656586,65.1462401297483,5.140032014178276,331.66587350626344,64.52603263781151,2
97.95450758005956,82.09356286581355,64.76861598750892,5.17583059173509,328.3742514632542,63.44377885698411,3
94.99757863347615,79.86281273426198,63.72695437894356,5.276778859090849,319.4512509370479,60.53906359685634,5
91.58026535870782,77.27441318284818,62.48443207638859,5.401594552559764,309.0976527313927,57.22340870343819,7
86.4692587794075,73.38124193862161,60.54413800018763,5.606750268684309,293.52496775448645,52.35206736314396,10
79.05536319093291,67.68321033557159,57.5401966234503,5.951662028853436,270.73284134228635,45.488611421445576,15
73.13220705682525,63.08332594787175,54.96282151662824,6.277646761256344,252.33330379148703,40.195524435813844,20
